競馬場,データ種別,総合ランク,単勝オッズ帯,出走数,勝率,連対率,複勝率
高知,総合ランクオッズ別,B,10.0～14.9,,4.30%,10.90%,15.20%
高知,総合ランクオッズ別,B,15.0～,,7.90%,13.20%,21.10%
高知,総合ランクオッズ別,C,4.0～4.9,,5.30%,15.80%,31.60%
高知,総合ランクオッズ別,C,5.0～6.9,,19.20%,30.80%,38.50%
高知,総合ランクオッズ別,C,7.0～9.9,,9.80%,18.00%,29.50%
高知,総合ランクオッズ別,C,10.0～14.9,,6.50%,19.60%,30.40%
高知,総合ランクオッズ別,C,15.0～19.9,,5.30%,5.30%,15.80%
高知,総合ランクオッズ別,C,20.0～,,4.30%,13.00%,26.10%
高知,総合ランクオッズ別,D,1.0～6.9,,10.30%,23.40%,36.40%
高知,総合ランクオッズ別,D,7.0～9.9,,10.60%,24.80%,33.30%
高知,総合ランクオッズ別,D,10.0～19.9,,6.30%,12.00%,22.50%
高知,総合ランクオッズ別,D,20.0～,,4.10%,11.00%,17.80%
高知,総合ランクオッズ別,E,1.0～6.9,,10.00%,18.30%,25.00%
高知,総合ランクオッズ別,E,7.0～9.9,,9.00%,17.00%,26.00%
高知,総合ランクオッズ別,E,10.0～14.9,,7.80%,14.70%,22.50%
高知,総合ランクオッズ別,E,15.0～19.9,,2.40%,7.10%,16.50%
高知,総合ランクオッズ別,E,20.0～29.9,,1.10%,8.00%,14.90%
高知,総合ランクオッズ別,E,30.0～,,5.50%,5.50%,15.10%
高知,総合ランクオッズ別,F,1.0～6.9,,17.10%,26.80%,31.70%
高知,総合ランクオッズ別,F,7.0～9.9,,8.40%,15.80%,22.10%
高知,総合ランクオッズ別,F,10.0～14.9,,8.40%,15.50%,23.90%
高知,総合ランクオッズ別,F,15.0～19.9,,7.10%,14.20%,16.80%
高知,総合ランクオッズ別,F,20.0～29.9,,3.40%,7.40%,13.40%
高知,総合ランクオッズ別,F,30.0～49.9,,2.70%,6.40%,14.50%
高知,総合ランクオッズ別,F,50.0～,,4.30%,8.70%,13.00%
高知,総合ランクオッズ別,G,1.0～9.9,,16.20%,21.60%,29.70%
高知,総合ランクオッズ別,G,10.0～14.9,,7.50%,9.40%,18.90%
高知,総合ランクオッズ別,G,15.0～19.9,,5.00%,15.00%,22.50%
高知,総合ランクオッズ別,G,20.0～29.9,,1.90%,7.50%,9.40%
高知,総合ランクオッズ別,G,30.0～49.9,,2.00%,5.00%,10.00%
高知,総合ランクオッズ別,G,50.0～,,0.00%,0.00%,1.50%
大井,総合ランクオッズ別,SSS,1.0～1.4,,71.2%,79.1%,86.3%
大井,総合ランクオッズ別,SSS,1.5～1.9,,48.6%,63.7%,78.8%
大井,総合ランクオッズ別,SSS,2.0～2.9,,37.6%,57.9%,68.4%
大井,総合ランクオッズ別,SSS,3.0～,,22.7%,40.9%,53.0%
大井,総合ランクオッズ別,SS,1.0～1.9,,56.0%,76.0%,88.0%
大井,総合ランクオッズ別,SS,2.0～2.9,,21.1%,47.4%,57.9%
大井,総合ランクオッズ別,SS,3.0～,,7.7%,15.4%,38.5%
大井,総合ランクオッズ別,S,1.0～1.4,,62.9%,81.7%,88.3%
大井,総合ランクオッズ別,S,1.5～1.9,,49.2%,72.2%,82.2%
大井,総合ランクオッズ別,S,2.0～2.9,,28.6%,49.7%,62.8%
大井,総合ランクオッズ別,S,3.0～3.9,,23.1%,46.9%,60.9%
大井,総合ランクオッズ別,S,4.0～4.9,,20.7%,39.3%,52.4%
大井,総合ランクオッズ別,S,5.0～6.9,,14.3%,28.6%,42.9%
大井,総合ランクオッズ別,S,7.0～,,0.0%,11.5%,23.0%
大井,総合ランクオッズ別,AA,1.0～1.4,,72.8%,86.4%,92.6%
大井,総合ランクオッズ別,AA,1.5～1.9,,49.0%,68.4%,79.4%
大井,総合ランクオッズ別,AA,2.0～2.9,,35.0%,54.9%,67.9%
大井,総合ランクオッズ別,AA,3.0～3.9,,23.1%,44.1%,54.8%
大井,総合ランクオッズ別,AA,4.0～4.9,,17.1%,37.8%,47.0%
大井,総合ランクオッズ別,AA,5.0～6.9,,10.8%,29.7%,39.2%
大井,総合ランクオッズ別,AA,7.0～,,5.7%,17.0%,26.4%
大井,総合ランクオッズ別,A,1.0～1.9,,53.4%,74.5%,83.7%
大井,総合ランクオッズ別,A,2.0～2.9,,33.1%,56.2%,71.4%
大井,総合ランクオッズ別,A,3.0～3.9,,25.3%,47.7%,61.5%
大井,総合ランクオッズ別,A,4.0～4.9,,19.3%,35.0%,52.4%
大井,総合ランクオッズ別,A,5.0～6.9,,14.9%,35.1%,52.2%
大井,総合ランクオッズ別,A,7.0～9.9,,8.4%,23.4%,41.8%
大井,総合ランクオッズ別,A,10.0～,,5.4%,13.2%,24.7%
大井,総合ランクオッズ別,B,1.0～2.9,,37.5%,59.0%,73.0%
大井,総合ランクオッズ別,B,3.0～3.9,,27.0%,47.9%,60.3%
大井,総合ランクオッズ別,B,4.0～4.9,,18.6%,34.9%,52.0%
大井,総合ランクオッズ別,B,5.0～6.9,,12.7%,27.3%,42.2%
大井,総合ランクオッズ別,B,7.0～9.9,,10.3%,23.5%,38.2%
大井,総合ランクオッズ別,B,10.0～14.9,,6.1%,15.1%,26.7%
大井,総合ランクオッズ別,B,20.0～39.9,,2.8%,9.6%,18.8%
大井,総合ランクオッズ別,B,40.0～,,2.3%,5.5%,10.9%
大井,総合ランクオッズ別,C,1.0～2.9,,24.1%,49.0%,64.8%
大井,総合ランクオッズ別,C,3.0～3.9,,23.4%,44.2%,60.6%
大井,総合ランクオッズ別,C,4.0～4.9,,13.6%,32.9%,47.9%
大井,総合ランクオッズ別,C,5.0～7.9,,12.2%,28.4%,42.6%
大井,総合ランクオッズ別,C,8.0～10.9,,8.3%,21.7%,35.1%
大井,総合ランクオッズ別,C,11.0～14.9,,6.4%,15.5%,26.3%
大井,総合ランクオッズ別,C,15.0～24.9,,2.9%,11.0%,23.2%
大井,総合ランクオッズ別,C,25.0～39.9,,1.8%,6.7%,14.9%
大井,総合ランクオッズ別,C,40.0～,,1.6%,4.3%,10.4%
大井,総合ランクオッズ別,D,1.0～3.9,,27.4%,47.0%,60.9%
大井,総合ランクオッズ別,D,4.0～4.9,,16.4%,33.1%,48.8%
大井,総合ランクオッズ別,D,5.0～6.9,,13.2%,28.0%,40.4%
大井,総合ランクオッズ別,D,7.0～9.9,,8.6%,20.2%,33.6%
大井,総合ランクオッズ別,D,10.0～14.9,,7.1%,17.9%,28.7%
大井,総合ランクオッズ別,D,15.0～19.9,,4.2%,11.8%,20.7%
大井,総合ランクオッズ別,D,20.0～29.9,,3.8%,11.9%,20.8%
大井,総合ランクオッズ別,D,30.0～49.9,,2.3%,6.1%,12.9%
大井,総合ランクオッズ別,D,50.0～,,0.8%,2.6%,6.6%
大井,総合ランクオッズ別,E,1.0～6.9,,14.0%,29.8%,42.4%
大井,総合ランクオッズ別,E,7.0～9.9,,8.2%,16.6%,28.1%
大井,総合ランクオッズ別,E,10.0～14.9,,7.5%,15.7%,26.0%
大井,総合ランクオッズ別,E,15.0～19.9,,4.4%,12.2%,22.0%
大井,総合ランクオッズ別,E,20.0～29.9,,2.6%,9.2%,18.6%
大井,総合ランクオッズ別,E,30.0～49.9,,2.5%,7.5%,14.5%
大井,総合ランクオッズ別,E,50.0～99.9,,1.2%,3.5%,8.4%
大井,総合ランクオッズ別,E,100.0～,,0.5%,1.1%,3.1%
大井,総合ランクオッズ別,F,1.0～6.9,,17.4%,32.6%,45.7%
大井,総合ランクオッズ別,F,7.0～9.9,,12.1%,19.2%,27.5%
大井,総合ランクオッズ別,F,10.0～14.9,,5.8%,14.5%,23.0%
大井,総合ランクオッズ別,F,15.0～19.9,,4.6%,13.6%,22.6%
大井,総合ランクオッズ別,F,20.0～29.9,,2.6%,7.7%,16.0%
大井,総合ランクオッズ別,F,30.0～49.9,,1.7%,5.1%,11.5%
大井,総合ランクオッズ別,F,50.0～99.9,,0.9%,3.5%,7.8%
大井,総合ランクオッズ別,F,100.0～,,0.2%,1.0%,2.7%
大井,総合ランクオッズ別,G,1.0～9.9,,7.6%,25.3%,31.6%
大井,総合ランクオッズ別,G,10.0～19.9,,5.4%,11.2%,18.3%
大井,総合ランクオッズ別,G,20.0～34.9,,2.1%,6.2%,10.7%
大井,総合ランクオッズ別,G,35.0～49.9,,1.5%,5.2%,8.5%
大井,総合ランクオッズ別,G,50.0～99.9,,0.5%,2.5%,5.3%
大井,総合ランクオッズ別,G,100.0～,,0.2%,0.8%,1.7%
金沢,総合ランクオッズ別,SSS,1.0～1.4,,75.5%,88.0%,92.5%
金沢,総合ランクオッズ別,SSS,1.5～1.9,,51.6%,75.3%,83.7%
金沢,総合ランクオッズ別,SSS,2.0～2.9,,32.2%,54.1%,72.6%
金沢,総合ランクオッズ別,SSS,3.0～,,19.8%,43.6%,63.4%
金沢,総合ランクオッズ別,SS,1.0～1.9,,66.8%,80.8%,88.2%
金沢,総合ランクオッズ別,SS,2.0～2.9,,39.8%,66.9%,75.9%
金沢,総合ランクオッズ別,SS,3.0～,,22.2%,46.7%,64.4%
金沢,総合ランクオッズ別,S,1.0～1.9,,57.3%,78.5%,87.3%
金沢,総合ランクオッズ別,S,2.0～2.9,,34.5%,59.5%,73.6%
金沢,総合ランクオッズ別,S,3.0～3.9,,28.1%,48.1%,60.6%
金沢,総合ランクオッズ別,S,4.0～5.9,,19.1%,43.8%,59.0%
金沢,総合ランクオッズ別,S,6.0～,,6.2%,27.3%,41.0%
金沢,総合ランクオッズ別,AA,1.0～1.9,,47.0%,73.7%,85.6%
金沢,総合ランクオッズ別,AA,2.0～2.9,,33.8%,59.3%,72.5%
金沢,総合ランクオッズ別,AA,3.0～3.9,,22.4%,45.8%,60.8%
金沢,総合ランクオッズ別,AA,4.0～4.9,,19.2%,48.8%,65.5%
金沢,総合ランクオッズ別,AA,5.0～6.9,,13.0%,35.2%,52.9%
金沢,総合ランクオッズ別,AA,7.0～,,8.6%,28.3%,47.8%
金沢,総合ランクオッズ別,A,1.0～2.9,,36.8%,63.7%,77.2%
金沢,総合ランクオッズ別,A,3.0～3.9,,24.4%,48.7%,62.2%
金沢,総合ランクオッズ別,A,4.0～4.9,,18.9%,51.4%,65.8%
金沢,総合ランクオッズ別,A,5.0～6.9,,17.7%,39.2%,60.8%
金沢,総合ランクオッズ別,A,7.0～9.9,,8.9%,29.2%,48.4%
金沢,総合ランクオッズ別,A,10.0～,,5.0%,16.7%,33.7%
金沢,総合ランクオッズ別,B,1.0～2.9,,31.3%,50.8%,68.2%
金沢,総合ランクオッズ別,B,3.0～3.9,,16.2%,37.0%,56.1%
金沢,総合ランクオッズ別,B,4.0～4.9,,19.9%,37.8%,58.2%
金沢,総合ランクオッズ別,B,5.0～6.9,,9.9%,25.3%,47.2%
金沢,総合ランクオッズ別,B,7.0～9.9,,6.5%,22.0%,41.7%
金沢,総合ランクオッズ別,B,10.0～14.9,,6.5%,20.9%,39.5%
金沢,総合ランクオッズ別,B,15.0～19.9,,4.0%,13.4%,30.3%
金沢,総合ランクオッズ別,B,20.0～29.9,,3.3%,12.6%,27.6%
金沢,総合ランクオッズ別,B,30.0～49.9,,1.3%,12.1%,28.7%
金沢,総合ランクオッズ別,B,50.0～99.9,,2.6%,6.1%,15.7%
金沢,総合ランクオッズ別,B,100.0～,,3.4%,3.4%,6.9%
金沢,総合ランクオッズ別,C,1.0～1.4,,66.7%,83.3%,83.3%
金沢,総合ランクオッズ別,C,1.5～1.9,,31.6%,68.4%,78.9%
金沢,総合ランクオッズ別,C,2.0～2.9,,31.3%,64.6%,75.0%
金沢,総合ランクオッズ別,C,3.0～3.9,,22.6%,41.7%,54.8%
金沢,総合ランクオッズ別,C,4.0～4.9,,17.8%,34.6%,49.5%
金沢,総合ランクオッズ別,C,5.0～6.9,,9.6%,30.8%,49.0%
金沢,総合ランクオッズ別,C,7.0～9.9,,9.4%,24.5%,36.3%
金沢,総合ランクオッズ別,C,10.0～14.9,,7.5%,25.4%,41.0%
金沢,総合ランクオッズ別,C,15.0～19.9,,4.2%,13.1%,32.7%
金沢,総合ランクオッズ別,C,20.0～29.9,,2.5%,9.7%,25.6%
金沢,総合ランクオッズ別,C,30.0～49.9,,2.3%,11.1%,23.4%
金沢,総合ランクオッズ別,C,50.0～99.9,,0.9%,7.0%,15.0%
金沢,総合ランクオッズ別,C,100.0～,,0.0%,1.3%,8.9%
金沢,総合ランクオッズ別,D,1.0～1.4,,77.8%,88.9%,88.9%
金沢,総合ランクオッズ別,D,1.5～1.9,,40.0%,60.0%,65.0%
金沢,総合ランクオッズ別,D,2.0～2.9,,22.5%,40.8%,52.1%
金沢,総合ランクオッズ別,D,3.0～3.9,,18.8%,47.5%,60.0%
金沢,総合ランクオッズ別,D,4.0～4.9,,13.4%,34.6%,48.0%
金沢,総合ランクオッズ別,D,5.0～6.9,,12.3%,29.1%,43.6%
金沢,総合ランクオッズ別,D,7.0～9.9,,8.3%,21.1%,40.3%
金沢,総合ランクオッズ別,D,10.0～14.9,,4.8%,16.2%,30.3%
金沢,総合ランクオッズ別,D,15.0～19.9,,3.6%,10.9%,29.6%
金沢,総合ランクオッズ別,D,20.0～29.9,,2.7%,11.7%,25.7%
金沢,総合ランクオッズ別,D,30.0～49.9,,1.7%,7.7%,16.7%
金沢,総合ランクオッズ別,D,50.0～99.9,,0.9%,5.7%,13.8%
金沢,総合ランクオッズ別,D,100.0～,,0.8%,2.2%,5.8%
金沢,総合ランクオッズ別,E,1.0～1.4,,66.7%,66.7%,66.7%
金沢,総合ランクオッズ別,E,1.5～1.9,,45.5%,45.5%,54.5%
金沢,総合ランクオッズ別,E,2.0～2.9,,29.6%,51.9%,63.0%
金沢,総合ランクオッズ別,E,3.0～3.9,,15.2%,30.3%,48.5%
金沢,総合ランクオッズ別,E,4.0～4.9,,17.4%,37.0%,45.7%
金沢,総合ランクオッズ別,E,5.0～6.9,,6.4%,17.4%,37.6%
金沢,総合ランクオッズ別,E,7.0～9.9,,5.6%,16.2%,35.2%
金沢,総合ランクオッズ別,E,10.0～14.9,,5.5%,15.2%,32.0%
金沢,総合ランクオッズ別,E,15.0～19.9,,4.0%,13.0%,20.6%
金沢,総合ランクオッズ別,E,20.0～29.9,,3.0%,11.0%,22.9%
金沢,総合ランクオッズ別,E,30.0～49.9,,1.8%,6.9%,15.8%
金沢,総合ランクオッズ別,E,50.0～99.9,,0.6%,3.2%,10.3%
金沢,総合ランクオッズ別,E,100.0～,,0.4%,1.4%,5.7%
金沢,総合ランクオッズ別,F,1.0～1.4,,0.0%,0.0%,0.0%
金沢,総合ランクオッズ別,F,1.5～1.9,,0.0%,0.0%,50.0%
金沢,総合ランクオッズ別,F,2.0～2.9,,10.0%,30.0%,40.0%
金沢,総合ランクオッズ別,F,3.0～3.9,,16.7%,29.2%,41.7%
金沢,総合ランクオッズ別,F,4.0～4.9,,20.7%,37.9%,62.1%
金沢,総合ランクオッズ別,F,5.0～6.9,,14.5%,38.2%,45.5%
金沢,総合ランクオッズ別,F,7.0～9.9,,8.9%,23.8%,35.6%
金沢,総合ランクオッズ別,F,10.0～14.9,,7.3%,14.7%,27.3%
金沢,総合ランクオッズ別,F,15.0～19.9,,4.1%,11.8%,19.5%
金沢,総合ランクオッズ別,F,20.0～29.9,,3.8%,9.7%,17.6%
金沢,総合ランクオッズ別,F,30.0～49.9,,3.1%,8.1%,16.1%
金沢,総合ランクオッズ別,F,50.0～99.9,,0.8%,2.9%,7.5%
金沢,総合ランクオッズ別,F,100.0～,,0.5%,1.4%,3.5%
金沢,総合ランクオッズ別,G,1.0～1.4,,0.0%,0.0%,0.0%
金沢,総合ランクオッズ別,G,1.5～1.9,,0.0%,0.0%,0.0%
金沢,総合ランクオッズ別,G,2.0～2.9,,100.0%,100.0%,100.0%
金沢,総合ランクオッズ別,G,3.0～3.9,,0.0%,20.0%,60.0%
金沢,総合ランクオッズ別,G,4.0～4.9,,0.0%,66.7%,66.7%
金沢,総合ランクオッズ別,G,5.0～6.9,,9.1%,22.7%,50.0%
金沢,総合ランクオッズ別,G,7.0～9.9,,0.0%,4.8%,14.3%
金沢,総合ランクオッズ別,G,10.0～14.9,,5.1%,17.9%,28.2%
金沢,総合ランクオッズ別,G,15.0～19.9,,5.9%,11.8%,23.5%
金沢,総合ランクオッズ別,G,20.0～29.9,,2.5%,8.6%,12.3%
金沢,総合ランクオッズ別,G,30.0～49.9,,0.0%,5.1%,11.4%
金沢,総合ランクオッズ別,G,50.0～99.9,,0.6%,2.6%,6.9%
金沢,総合ランクオッズ別,G,100.0～,,0.3%,1.0%,2.2%
JRA,総合ランクオッズ別,SSS,1.0～1.4,,66.3%,84.3%,92.8%
JRA,総合ランクオッズ別,SSS,1.5～1.9,,50.3%,72.4%,85.5%
JRA,総合ランクオッズ別,SSS,2.0～2.9,,36.7%,58.4%,76.3%
JRA,総合ランクオッズ別,SSS,3.0～3.9,,36.4%,53.0%,69.7%
JRA,総合ランクオッズ別,SSS,4.0～4.9,,40.0%,60.0%,70.0%
JRA,総合ランクオッズ別,SSS,5.0～6.9,,100.0%,100.0%,100.0%
JRA,総合ランクオッズ別,SSS,7.0～9.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,10.0～14.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,15.0～19.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,20.0～29.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,30.0～49.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SSS,合計,,50.8%,71.5%,84.6%
JRA,総合ランクオッズ別,SS,1.0～1.4,,62.9%,80.7%,88.0%
JRA,総合ランクオッズ別,SS,1.5～1.9,,48.0%,72.2%,82.2%
JRA,総合ランクオッズ別,SS,2.0～2.9,,36.7%,57.5%,72.2%
JRA,総合ランクオッズ別,SS,3.0～3.9,,31.7%,50.0%,66.0%
JRA,総合ランクオッズ別,SS,4.0～4.9,,21.8%,41.6%,59.4%
JRA,総合ランクオッズ別,SS,5.0～6.9,,12.0%,24.0%,44.0%
JRA,総合ランクオッズ別,SS,7.0～9.9,,0.0%,100.0%,100.0%
JRA,総合ランクオッズ別,SS,10.0～14.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,15.0～19.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,20.0～29.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,30.0～49.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,SS,合計,,42.3%,63.8%,76.4%
JRA,総合ランクオッズ別,S,1.0～1.4,,68.6%,84.9%,91.1%
JRA,総合ランクオッズ別,S,1.5～1.9,,45.1%,66.9%,78.1%
JRA,総合ランクオッズ別,S,2.0～2.9,,33.6%,55.0%,68.6%
JRA,総合ランクオッズ別,S,3.0～3.9,,25.8%,47.0%,62.7%
JRA,総合ランクオッズ別,S,4.0～4.9,,20.2%,39.2%,54.9%
JRA,総合ランクオッズ別,S,5.0～6.9,,16.5%,36.3%,52.5%
JRA,総合ランクオッズ別,S,7.0～9.9,,16.0%,32.0%,42.0%
JRA,総合ランクオッズ別,S,10.0～14.9,,11.1%,22.2%,44.4%
JRA,総合ランクオッズ別,S,15.0～19.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,20.0～29.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,30.0～49.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,S,合計,,34.8%,55.9%,69.3%
JRA,総合ランクオッズ別,AA,1.0～1.4,,62.1%,75.8%,84.8%
JRA,総合ランクオッズ別,AA,1.5～1.9,,45.3%,64.0%,75.6%
JRA,総合ランクオッズ別,AA,2.0～2.9,,32.5%,54.4%,68.5%
JRA,総合ランクオッズ別,AA,3.0～3.9,,25.2%,44.2%,59.7%
JRA,総合ランクオッズ別,AA,4.0～4.9,,20.0%,36.9%,51.8%
JRA,総合ランクオッズ別,AA,5.0～6.9,,14.4%,29.9%,47.3%
JRA,総合ランクオッズ別,AA,7.0～9.9,,10.5%,29.8%,49.7%
JRA,総合ランクオッズ別,AA,10.0～14.9,,9.5%,28.6%,49.2%
JRA,総合ランクオッズ別,AA,15.0～19.9,,0.0%,20.0%,33.3%
JRA,総合ランクオッズ別,AA,20.0～29.9,,0.0%,6.7%,33.3%
JRA,総合ランクオッズ別,AA,30.0～49.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,AA,50.0～99.9,,0.0%,0.0%,20.0%
JRA,総合ランクオッズ別,AA,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,AA,合計,,27.4%,46.7%,61.6%
JRA,総合ランクオッズ別,A,1.0～1.4,,58.1%,82.3%,90.3%
JRA,総合ランクオッズ別,A,1.5～1.9,,42.6%,63.1%,75.7%
JRA,総合ランクオッズ別,A,2.0～2.9,,31.7%,51.6%,64.8%
JRA,総合ランクオッズ別,A,3.0～3.9,,23.9%,44.3%,59.0%
JRA,総合ランクオッズ別,A,4.0～4.9,,18.0%,35.9%,50.4%
JRA,総合ランクオッズ別,A,5.0～6.9,,14.8%,32.7%,46.9%
JRA,総合ランクオッズ別,A,7.0～9.9,,11.0%,24.4%,38.9%
JRA,総合ランクオッズ別,A,10.0～14.9,,7.2%,19.6%,34.4%
JRA,総合ランクオッズ別,A,15.0～19.9,,4.3%,17.1%,28.2%
JRA,総合ランクオッズ別,A,20.0～29.9,,1.9%,13.5%,17.3%
JRA,総合ランクオッズ別,A,30.0～49.9,,0.0%,14.3%,35.7%
JRA,総合ランクオッズ別,A,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,A,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,A,合計,,22.1%,40.9%,55.1%
JRA,総合ランクオッズ別,B,1.0～1.4,,66.7%,100.0%,100.0%
JRA,総合ランクオッズ別,B,1.5～1.9,,45.3%,61.0%,72.7%
JRA,総合ランクオッズ別,B,2.0～2.9,,29.5%,48.6%,61.7%
JRA,総合ランクオッズ別,B,3.0～3.9,,22.1%,39.9%,53.2%
JRA,総合ランクオッズ別,B,4.0～4.9,,17.4%,34.0%,48.2%
JRA,総合ランクオッズ別,B,5.0～6.9,,13.5%,28.8%,42.9%
JRA,総合ランクオッズ別,B,7.0～9.9,,10.8%,24.0%,37.8%
JRA,総合ランクオッズ別,B,10.0～14.9,,7.9%,19.7%,32.1%
JRA,総合ランクオッズ別,B,15.0～19.9,,4.2%,11.7%,24.0%
JRA,総合ランクオッズ別,B,20.0～29.9,,4.7%,10.1%,19.3%
JRA,総合ランクオッズ別,B,30.0～49.9,,1.6%,4.8%,12.7%
JRA,総合ランクオッズ別,B,50.0～99.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,B,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,B,合計,,15.6%,31.0%,44.6%
JRA,総合ランクオッズ別,C,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,C,1.5～1.9,,42.9%,64.3%,71.4%
JRA,総合ランクオッズ別,C,2.0～2.9,,28.2%,46.8%,60.8%
JRA,総合ランクオッズ別,C,3.0～3.9,,21.0%,37.3%,49.7%
JRA,総合ランクオッズ別,C,4.0～4.9,,16.9%,33.4%,46.6%
JRA,総合ランクオッズ別,C,5.0～6.9,,13.1%,27.1%,40.3%
JRA,総合ランクオッズ別,C,7.0～9.9,,10.1%,22.2%,35.2%
JRA,総合ランクオッズ別,C,10.0～14.9,,7.0%,16.7%,28.5%
JRA,総合ランクオッズ別,C,15.0～19.9,,4.8%,13.4%,23.8%
JRA,総合ランクオッズ別,C,20.0～29.9,,3.6%,10.1%,20.7%
JRA,総合ランクオッズ別,C,30.0～49.9,,2.5%,6.5%,14.1%
JRA,総合ランクオッズ別,C,50.0～99.9,,1.2%,5.7%,13.5%
JRA,総合ランクオッズ別,C,100.0～,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,C,合計,,10.5%,22.5%,34.8%
JRA,総合ランクオッズ別,D,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,D,1.5～1.9,,0.0%,50.0%,50.0%
JRA,総合ランクオッズ別,D,2.0～2.9,,26.6%,36.7%,53.2%
JRA,総合ランクオッズ別,D,3.0～3.9,,19.0%,33.7%,46.1%
JRA,総合ランクオッズ別,D,4.0～4.9,,17.0%,31.1%,43.0%
JRA,総合ランクオッズ別,D,5.0～6.9,,12.5%,24.9%,36.5%
JRA,総合ランクオッズ別,D,7.0～9.9,,9.5%,20.3%,31.1%
JRA,総合ランクオッズ別,D,10.0～14.9,,6.8%,15.9%,26.2%
JRA,総合ランクオッズ別,D,15.0～19.9,,4.8%,12.1%,21.0%
JRA,総合ランクオッズ別,D,20.0～29.9,,3.2%,9.0%,17.0%
JRA,総合ランクオッズ別,D,30.0～49.9,,1.9%,6.0%,12.9%
JRA,総合ランクオッズ別,D,50.0～99.9,,1.2%,4.3%,8.8%
JRA,総合ランクオッズ別,D,100.0～,,0.2%,1.8%,5.1%
JRA,総合ランクオッズ別,D,合計,,6.7%,15.0%,24.4%
JRA,総合ランクオッズ別,E,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,E,1.5～1.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,E,2.0～2.9,,24.1%,38.9%,59.3%
JRA,総合ランクオッズ別,E,3.0～3.9,,23.3%,34.5%,46.6%
JRA,総合ランクオッズ別,E,4.0～4.9,,15.6%,27.7%,40.0%
JRA,総合ランクオッズ別,E,5.0～6.9,,13.4%,25.3%,35.1%
JRA,総合ランクオッズ別,E,7.0～9.9,,9.2%,19.0%,27.9%
JRA,総合ランクオッズ別,E,10.0～14.9,,6.7%,14.5%,23.8%
JRA,総合ランクオッズ別,E,15.0～19.9,,4.7%,11.4%,19.5%
JRA,総合ランクオッズ別,E,20.0～29.9,,3.4%,8.6%,15.3%
JRA,総合ランクオッズ別,E,30.0～49.9,,2.1%,6.1%,11.6%
JRA,総合ランクオッズ別,E,50.0～99.9,,1.2%,3.7%,7.5%
JRA,総合ランクオッズ別,E,100.0～,,0.4%,1.5%,4.1%
JRA,総合ランクオッズ別,E,合計,,4.0%,9.4%,16.0%
JRA,総合ランクオッズ別,F,1.0～1.4,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,F,1.5～1.9,,0.0%,0.0%,0.0%
JRA,総合ランクオッズ別,F,2.0～2.9,,40.0%,52.0%,52.0%
JRA,総合ランクオッズ別,F,3.0～3.9,,26.3%,41.4%,51.5%
JRA,総合ランクオッズ別,F,4.0～4.9,,14.0%,22.6%,37.1%
JRA,総合ランクオッズ別,F,5.0～6.9,,11.7%,21.8%,30.4%
JRA,総合ランクオッズ別,F,7.0～9.9,,9.0%,16.6%,25.1%
JRA,総合ランクオッズ別,F,10.0～14.9,,6.4%,13.7%,20.8%
JRA,総合ランクオッズ別,F,15.0～19.9,,4.4%,10.2%,16.8%
JRA,総合ランクオッズ別,F,20.0～29.9,,3.3%,7.9%,13.5%
JRA,総合ランクオッズ別,F,30.0～49.9,,2.1%,5.4%,9.8%
